"","x"
"1",58.3571428571429
"2",60.8260869565217
"3",70.1666666666667
"4",80.0166666666667
"5",65
"6",42.0708333333333
"7",49.2666666666667
"8",47.8
"9",56.4347826086956
"10",59.8666666666667
"11",74.3809523809524
"12",70.625
"13",67.4090909090909
"14",50.9565217391304
"15",81.0416666666667
"16",75.5
"17",62
"18",57.4583333333333
"19",62.4090909090909
"20",54.2173913043478
"21",42.9583333333333
"22",66.1666666666667
"23",77.2083333333333
"24",76.6166666666667
"25",76.5
"26",88.5217391304348
"27",81.4583333333333
"28",52.9166666666667
"29",73.3333333333333
"30",81.1208333333333
"31",74.7958333333333
"32",95.7083333333333
"33",77.7083333333333
"34",82
"35",52.8583333333333
"36",76.6666666666667
"37",92.5916666666667
"38",66.5833333333333
"39",86.9166666666667
"40",82.2380952380952
"41",73.5416666666667
"42",54.0434782608696
"43",73.8
"44",91.2083333333333
"45",71.25
"46",71.6214285714286
"47",80.2307692307692
"48",76.75
"49",45.95
"50",71.5
"51",79.4166666666667
"52",83.6818181818182
"53",72.4166666666667
"54",82.5166666666667
"55",64.2916666666667
"56",51.2608695652174
"57",67.45
"58",99.8666666666667
"59",77.5083333333333
"60",86
"61",72
"62",73.0458333333333
"63",64.5416666666667
"64",84.3333333333333
"65",81.4583333333333
"66",63.125
"67",51.4434782608696
"68",65.7318181818182
"69",65.5833333333333
"70",42.2208333333333
"71",85.6291666666667
"72",81.3666666666667
"73",83.6666666666667
"74",106.458333333333
"75",79.375
"76",78.5
"77",71.125
"78",53.2916666666667
"79",82
"80",90.625
"81",89.9166666666667
"82",98.7
"83",64.3478260869565
"84",61.4583333333333
"85",77.5416666666667
"86",90.0434782608696
"87",83.375
"88",34.5
"89",38.4666666666667
"90",35.2
"91",33.8708333333333
"92",55.2916666666667
"93",58.5652173913044
"94",68.8947368421053
"95",81.6363636363636
"96",54.0458333333333
"97",72.125
"98",77.625
"99",93.4166666666667
"100",60.5533333333333
"101",81.5416666666667
"102",71.5714285714286
"103",105.684210526316
"104",63.6086956521739
"105",66.125
"106",101.666666666667
"107",99.9
"108",86.2916666666667
"109",74
"110",86.1666666666667
"111",80.875
"112",50.125
"113",73.25
"114",87.1666666666667
"115",88.9166666666667
"116",77.9523809523809
"117",88
"118",79.75
"119",59.7083333333333
"120",94.2083333333333
"121",76.8333333333333
"122",69.0416666666667
"123",78.8333333333333
"124",66.3333333333333
"125",56.0416666666667
"126",44.4166666666667
"127",56.6666666666667
"128",46.4739130434783
"129",51.2105263157895
"130",81.6666666666667
"131",70.5
"132",86.375
"133",39.25
"134",38.2173913043478
"135",46.4761904761905
"136",90.6565217391304
"137",85.0869565217391
"138",110.083333333333
"139",117.777777777778
"140",33.0833333333333
"141",98.5333333333333
"142",113.625
"143",43.375
"144",88.4375
"145",84.26875
"146",67.325
"147",39.9166666666667
"148",74.9708333333333
"149",100.166666666667
"150",78.0869565217391
"151",101.24347826087
"152",82.75
"153",87.0208333333333
"154",35.5833333333333
"155",31.4583333333333
"156",71.4583333333333
"157",79.7041666666667
"158",89.9125
"159",71.5833333333333
"160",61
"161",34.25
"162",39.2416666666667
"163",81.125
"164",75.125
"165",71.1666666666667
"166",69.3541666666667
"167",64.0875
"168",34.0916666666667
"169",58
"170",55.6416666666667
"171",65.125
"172",70.9583333333333
"173",81.375
"174",54.2041666666667
"175",38.1739130434783
"176",56.4181818181818
"177",70.8666666666667
"178",64.7083333333333
"179",71.1130434782609
"180",88.8636363636364
"181",68.125
"182",42.75
"183",46.125
"184",82.375
"185",64.0416666666667
"186",69.2590909090909
"187",68.9583333333333
"188",61.5583333333333
"189",44.3739130434783
"190",70.0318181818182
"191",70.625
"192",63.3208333333333
"193",63.5391304347826
"194",55.1958333333333
"195",42.9583333333333
"196",32.25
"197",52.0333333333333
"198",70.7833333333333
"199",78.2083333333333
"200",64.9
"201",39.0416666666667
"202",53.9958333333333
"203",62.2125
"204",71.7833333333333
"205",67.0347826086957
"206",80
"207",72.8875
"208",64.6521739130435
"209",60.4545454545455
"210",73.45
"211",71.1416666666667
"212",107.685
"213",88.4166666666667
"214",81.5833333333333
"215",85.2833333333333
"216",52.0826086956522
"217",45.25
"218",67.2
"219",44.5454545454545
"220",63.25
"221",53.375
"222",59.8375
"223",60.6541666666667
"224",40.5
"225",53.0416666666667
"226",73.1291666666667
"227",79.375
"228",95.4583333333333
"229",63.5333333333333
"230",56.4708333333333
"231",44.0869565217391
"232",39.8181818181818
"233",56.6166666666667
"234",67.7916666666667
"235",79.8291666666667
"236",72.95
"237",56.05
"238",39.5875
"239",82.8
"240",83.3833333333333
"241",65.1666666666667
"242",69.2875
"243",87.325
"244",74.0041666666667
"245",58.4875
"246",60.3875
"247",65.6608695652174
"248",73.2958333333333
"249",77.2458333333333
"250",73.555
"251",40.6958333333333
"252",35.8583333333333
"253",62.3291666666667
"254",65.9166666666667
"255",72.3458333333333
"256",91.31
"257",92.295652173913
"258",73.4041666666667
"259",54.7416666666667
"260",89.904347826087
"261",67.7782608695652
"262",74.125
"263",62.5125
"264",72.8958333333333
"265",56.9708333333333
"266",42.9958333333333
"267",64.5375
"268",82.1625
"269",94.25
"270",67.5375
"271",79.4208333333333
"272",67.0416666666667
"273",45.1958333333333
"274",69.8565217391304
"275",73.45
"276",102.439130434783
"277",79
"278",89.925
"279",58.5625
"280",54.1041666666667
